rank,uid,username,type
1,766347,Upanチョコ,提督
2,532705928,八木百货社长,提督
3,3099340,Piero菌,提督
4,1178470738,八木百货,提督
5,321945510,-wh1te-,提督
6,499403795,白-小灰灰,舰长
7,9113499,天下の宗一郎,舰长
8,10060958,缥凌,舰长
9,3694282,席雨迎新,舰长
10,3001757,亞鼎Akanae,舰长
11,3797081,万般皆命-,舰长
12,337515,Blackの黑土,舰长
13,341979543,万年鸽妖,舰长
14,1757179,黑猫家的黑咪,舰长
15,20029293,参议院的震荡波,舰长
16,23740116,东方的西瓜,舰长
17,18075705,夜然z,舰长
18,79138148,宽油彭膨芃,舰长
19,2605990,雁归归归归,舰长
20,319985534,慕澪萨满,舰长
21,53390742,肆叁该摸了,舰长
22,561780,理科卷卷卷子,舰长
23,87652821,vaultboymax,舰长
24,296574,Nz兔子,舰长
25,303387,蕾欧诺菈,舰长
26,2592337,钓鱼唔戴头盔,舰长
27,37609310,夜那由多,舰长
28,9372115,乃乃乃乃乃ww,舰长
29,98844,眠鳥春告,舰长
30,31102765,一只普通的土豆片,舰长
31,186388,美琴丶,舰长
32,1833082,方法放寒假,舰长
33,348855437,熊君_kimu,舰长
34,15998465,位面之碎,舰长
35,12310907,美味的包包,舰长
36,14160235,伊卡呦,舰长
37,2089736,巫马白,舰长
38,3638173,苏菲的移动城堡,舰长
39,21411177,喵喵喵小薇,舰长
40,1428441528,阿买official,舰长
41,6589249,drjjj,舰长
42,1895012471,蕡实Astre,舰长
43,23985,黒猫サクヤ,舰长
44,351667336,只好乱写名字,舰长
45,14650166,败树_Official,舰长
46,437880151,狂気のMad_Scientist,舰长
47,20193099,紫雨傲雪,舰长
48,206212277,sifanbaobao,舰长
49,3494357252442916,RO姬_Official,舰长
50,3758265,北方栖宅,舰长
51,7545659,灰化肥_发黑会挥发,舰长
52,479612904,无形之名,舰长
53,478193220,冬瓜酱dayo,舰长
54,22977747,很难受的夹子,舰长
55,10123562,防风铃叮铃铃,舰长
56,1765138,阿尔依云,舰长
57,33553653,乌里扬诺夫斯卡,舰长
58,34188791,frysta,舰长
59,16270253,输出百分之一,舰长
60,3546380744263888,夜然子,舰长
61,44559793,咖啡mx,舰长
62,3546608679520747,がちさん,舰长
63,59701239,孤狼群豺,舰长
64,349528549,无血战舰_㓕,舰长
65,657386,三日月PiKa,舰长
66,3546601662450372,紫雨傲雪1,舰长
67,453420824,暔暔的寒鸦,舰长
68,33145232,meltLilith莉莉丝军姬,舰长
69,3546595800910748,西米橙,舰长
70,514301726,魔界的小妖,舰长
71,391799849,来自南极的我,舰长
72,3493135256652227,风香小天使,舰长
73,416319210,Banyan咕,舰长
74,30584738,Adnian1491,舰长
75,3519759,BestAniviaEU丶,舰长
76,439056233,underdogcrew,舰长
77,437315378,武陆抗,舰长
