rank,uid,username,type
1,766347,Upanチョコ,提督
2,10060958,缥凌,提督
3,499403795,白-小灰灰,舰长
4,532705928,八木百货社长,舰长
5,9113499,天下の宗一郎,舰长
6,3001757,亞鼎Akanae,舰长
7,3694282,席雨迎新,舰长
8,3797081,万般皆命-,舰长
9,337515,Blackの黑土,舰长
10,16341643,角狩猎犬,舰长
11,1757179,黑猫家的黑咪,舰长
12,23740116,东方的西瓜,舰长
13,2605990,雁归归归归,舰长
14,2923660,莫塔塔,舰长
15,561780,理科卷卷卷子,舰长
16,79138148,宽油彭膨芃,舰长
17,319985534,慕澪萨满,舰长
18,87652821,vaultboymax,舰长
19,189808492,碧玺色的赑屃,舰长
20,296574,Nz兔子,舰长
21,303387,蕾欧诺菈,舰长
22,477081998,星の梦丶,舰长
23,9372115,乃乃乃乃乃ww,舰长
24,7888439,小軒丿,舰长
25,2592337,努力拼高达的野猪王,舰长
26,37609310,夜那由多,舰长
27,98844,眠鳥春告,舰长
28,18075705,夜然z,舰长
29,60462037,Gouryella2022,舰长
30,186388,美琴丶,舰长
31,1833082,方法放寒假,舰长
32,15998465,位面之碎,舰长
33,221830917,氪氪子OvO,舰长
34,1178470738,八木百货,舰长
35,2089736,巫马白,舰长
36,53390742,肆叁该摸了,舰长
37,1895012471,蕡实Astre,舰长
38,628815609,参离昴,舰长
39,4245221,dhfuvn,舰长
40,413327781,HXD1D-0546,舰长
41,21411177,喵喵喵小薇,舰长
42,187055,vincent.,舰长
43,1428441528,阿买official,舰长
44,351667336,只好乱写名字,舰长
45,23314626,君子猿鹤,舰长
46,437880151,狂気のMad_Scientist,舰长
47,14650166,败树_Official,舰长
48,2466201,那朵花未绽放,舰长
49,35451465,熙洋_422,舰长
50,19688511,BUNNYGAMER,舰长
51,125720,酸菜S,舰长
52,206212277,sifanbaobao,舰长
53,409792951,紫川ャ,舰长
54,700424407,爱零贰的万星597-,舰长
55,865097,咲夜丶白兰度,舰长
56,216635116,燃尽千夜的小羽毛,舰长
57,37751337,小柴批,舰长
58,24931993,阿柴的鸭,舰长
59,400794725,JO瑟夫刀仔,舰长
60,1234347993,醉语铃兰笙,舰长
61,381741167,炽莨Bryant,舰长
62,8730442,桐栗kuri的姛友,舰长
63,9147423,吃包子的包公,舰长
64,2952844,乌啼丶,舰长
65,20193099,紫雨傲雪,舰长
66,324235823,浮生若梦-sf,舰长
67,3494357927725237,醉有清风-,舰长
68,1289454295,醒有明月-,舰长
69,8117918,摘妹,舰长
70,379224155,无明想躺平,舰长
71,348639497,彼方莲,舰长
72,24026776,路过被猫咬了的辘轳,舰长
73,1924945562,七丘的空中花园,舰长
74,275576145,垚不要躺平,舰长
75,8991735,二零爱喝的舒化奶,舰长
76,16270253,输出百分之一,舰长
77,349528549,无血战舰_㓕,舰长
78,10987475,对短发女孩没有免疫力,舰长
79,4878684,Soleil宁默,舰长
80,3546601662450372,紫雨傲雪1,舰长
81,3546380744263888,夜然子,舰长
82,2408280,沉默寡言汇率duang,舰长
83,22977747,很难受的夹子,舰长
84,22952897,老咸苟,舰长
85,12726593,龍蘭雅,舰长
86,33553653,乌里扬诺夫斯卡,舰长
87,677871244,孩子想要传家宝,舰长
88,479612904,无形之名,舰长
89,31102765,一只普通的土豆片,舰长
90,25310132,几机威,舰长
91,38593040,-Yuk1no-,舰长
92,12961535,超绝最可爱天使ちやん,舰长
93,23105111,棠琳です,舰长
94,616754119,诺堡,舰长
95,687418041,维狸尔_office,舰长
96,668326330,wu伊撒尔,舰长
97,26197617,带发发,舰长
98,2124833100,李华NOE,舰长
99,397395142,Kagurayame,舰长
100,227807,碧焱,舰长
101,897763,你的良良吖,舰长
102,25509218,北斋ikol,舰长
103,9366559,upan叫我来上舰-灵凛,舰长
104,8233141,-桦殷-,舰长
105,6685673,upan叫我来上舰-康纳,舰长
106,666922,白 偶尔是水珠,舰长
107,6189264,Echo丶阎簌,舰长
108,57538052,坚持向前,舰长
109,496331601,RO宝的小狗,舰长
110,488923791,Requiem苍穹,舰长
111,452721841,账号注销49438,舰长
112,39508000,努力丶减肥,舰长
113,3712689,不会游泳de章鱼,舰长
114,3546386102487110,黎月幻殇呀,舰长
115,3493125729290959,头文字刀-,舰长
116,3033920,某黑尾鸥先生,舰长
117,2667026,丨星衍丨,舰长
118,2357551,氡瓜-RnGourd,舰长
119,190016971,冰熊桑-,舰长
120,184498887,璃心keiran,舰长
121,149964885,-心臟-,舰长
122,13449086,沙茶打打牌,舰长
123,12808883,白衣渡江Official,舰长
124,12443864,双鸭山做题家,舰长
125,12189962,读书先生OvO,舰长
126,1218739104,bili_41998913906,舰长
127,73877441,跑LuLu,舰长
128,358781170,Evan怨灵,舰长
129,3358256,Dr_KILLER,舰长
130,289989236,鬼逢玉林,舰长
131,14498573,島田源氏_Official,舰长
132,140650247,岚狄9045,舰长
