rank,uid,username,type
1,766347,Upanチョコ,提督
2,499403795,白-小灰灰,舰长
3,532705928,八木百货社长,舰长
4,3694282,席雨迎新,舰长
5,9113499,天下の宗一郎,舰长
6,10060958,缥凌,舰长
7,3797081,万般皆命-Inochi,舰长
8,3001757,亞鼎Akanae,舰长
9,337515,Blackの黑土,舰长
10,11866511,顾筱贱,舰长
11,3099340,Piero菌,舰长
12,20029293,参议院的震荡波,舰长
13,1757179,黑猫家的黑咪,舰长
14,31102765,一只普通的土豆片,舰长
15,18075705,夜然z,舰长
16,79138148,宽油彭膨芃,舰长
17,319985534,慕澪萨满,舰长
18,186388,美琴丶,舰长
19,44996638,人生哒呦,舰长
20,14160235,伊卡呦,舰长
21,53390742,肆叁该摸了,舰长
22,561780,理科卷卷卷子,舰长
23,64937537,圥月,舰长
24,303387,蕾欧诺菈,舰长
25,296574,Nz兔子,舰长
26,98844,眠鳥春告,舰长
27,1833082,方法放寒假,舰长
28,15998465,位面之碎,舰长
29,7888439,小軒丿,舰长
30,12310907,美味的包包,舰长
31,1428441528,阿买official,舰长
32,23985,黒猫サクヤ_月の雫,舰长
33,3758265,北方栖宅,舰长
34,351667336,只好乱写名字,舰长
35,14650166,败树_Official,舰长
36,437880151,狂気のMad_Scientist,舰长
37,20193099,紫雨傲雪,舰长
38,2466201,那朵花未绽放,舰长
39,478193220,冬瓜酱dayo,舰长
40,3094856,MLFRDASSX,舰长
41,1581983529,鬼鲨l,舰长
42,3546608679520747,がちさん,舰长
43,44559793,咖啡mx,舰长
44,8860886,YokiLee17,舰长
45,10123562,防风铃叮铃铃,舰长
46,543794044,LOF_Hades,舰长
47,501527627,贺寻study,舰长
48,10790971,釘宮家的美少女mellow111,舰长
49,3546666212788515,炽寂,舰长
50,22908102,清心睡,舰长
51,1194216668,一只瓜猹,舰长
52,3546595287107765,永别了神明,舰长
53,37992512,霜雪love1z2x3y,舰长
54,27939213,无辜的农民,舰长
55,86795,ダーナ,舰长
56,44468,全塑料三花,舰长
57,355090622,明月柚木_Official,舰长
58,38188565,赖床怪想早起,舰长
59,493961680,ひこうてい,舰长
60,5716879,随の逸,舰长
61,521453420,亲亲小迪迪,舰长
62,3546596247603726,郁金香不如梨的浴巾香,舰长
63,8158858,夢の穹渊,舰长
64,354906971,诸葛若谷,舰长
65,295360970,柠檬尝尝酸不,舰长
66,2012855493,芒果专卖下单现摘,舰长
