rank,uid,username,type
1,766347,Upanチョコ,提督
2,499403795,白-小灰灰,舰长
3,532705928,八木百货社长,舰长
4,3694282,席雨迎新,舰长
5,9113499,天下の宗一郎,舰长
6,10060958,缥凌,舰长
7,3797081,万般皆命-Inochi,舰长
8,3001757,亞鼎Akanae,舰长
9,337515,Blackの黑土,舰长
10,3099340,Piero菌,舰长
11,1757179,黑猫家的黑咪,舰长
12,20029293,参议院的震荡波,舰长
13,31102765,一只普通的土豆片,舰长
14,18075705,夜然z,舰长
15,11866511,顾筱贱,舰长
16,79138148,宽油彭膨芃,舰长
17,319985534,慕澪萨满,舰长
18,186388,美琴丶,舰长
19,44996638,人生哒呦,舰长
20,14160235,伊卡呦,舰长
21,53390742,肆叁该摸了,舰长
22,561780,理科卷卷卷子,舰长
23,303387,蕾欧诺菈,舰长
24,296574,Nz兔子,舰长
25,98844,眠鳥春告,舰长
26,1833082,方法放寒假,舰长
27,15998465,位面之碎,舰长
28,2089736,巫马白,舰长
29,21411177,喵喵喵小薇,舰长
30,1428441528,阿买official,舰长
31,437880151,狂気のMad_Scientist,舰长
32,6589249,drjjj,舰长
33,3758265,北方栖宅,舰长
34,23985,黒猫サクヤ_月の雫,舰长
35,351667336,只好乱写名字,舰长
36,14650166,败树_Official,舰长
37,2466201,那朵花未绽放,舰长
38,20193099,紫雨傲雪,舰长
39,479612904,无形之名,舰长
40,478193220,冬瓜酱dayo,舰长
41,1581983529,鬼鲨l,舰长
42,3546608679520747,がちさん,舰长
43,10123562,防风铃叮铃铃,舰长
44,44559793,咖啡mx,舰长
45,153861392,燃余の灰烬,舰长
46,8860886,YokiLee17,舰长
47,543794044,LOF_Hades,舰长
48,501527627,贺寻study,舰长
49,8208104,Inozl,舰长
50,508757921,二十五号胶片,舰长
51,3546666212788515,炽寂,舰长
52,12961535,超绝最可爱天使ちやん,舰长
53,259854233,早樱家的七君,舰长
54,1194216668,一只瓜猹,舰长
55,10112956,艾姆欧德,舰长
56,86795,ダーナ,舰长
57,7816484,黑色奥特曼484春秋形态,舰长
58,3546595287107765,永别了神明,舰长
59,44468,全塑料三花,舰长
60,687987255,OPM打工人,舰长
61,38188565,赖床怪想早起,舰长
62,493961680,ひこうてい,舰长
63,247956813,应时IO,舰长
64,66680440,小叔叔与巴大舅丶,舰长
65,11892333,灬锦锋灬,舰长
66,33757227,百合型哲学研究家佐仓绫音,舰长
67,387965781,霜雪运动-撕卡帝,舰长
68,3546577253697601,路发挥,舰长
69,2767915,晓仔LX,舰长
70,12858483,buzzill,舰长
71,67944529,鹹魚躺平了,舰长
72,7531160,爱好是陪一根,舰长
