rank,uid,username,type
1,766347,Upanパフェ,提督
2,341979543,万年鸽妖,提督
3,499403795,白-小灰灰,舰长
4,532705928,八木百货社长,舰长
5,9113499,天下の宗一郎,舰长
6,3001757,亞鼎Akanae,舰长
7,10060958,缥凌,舰长
8,337515,Blackの黑土,舰长
9,3797081,万般皆命-,舰长
10,492045,飘渺之雲,舰长
11,3694282,席雨皮蛋,舰长
12,16341643,角狩猎犬,舰长
13,1757179,黑猫家的黑咪,舰长
14,23740116,东方的西瓜,舰长
15,4332144,社畜老墨,舰长
16,20029293,参议院的震荡波,舰长
17,561780,理科卷卷卷子,舰长
18,9372115,乃乃乃乃乃ww,舰长
19,189808492,碧玺色的赑屃,舰长
20,296574,Nz兔子,舰长
21,87652821,vaultboymax,舰长
22,79138148,宽油彭膨芃,舰长
23,319985534,慕澪萨满,舰长
24,221830917,氪氪子OvO,舰长
25,2592337,死野猪,舰长
26,98844,眠鳥春告,舰长
27,60462037,Gouryella2022,舰长
28,1833082,方法放寒假,舰长
29,1178470738,八木百货,舰长
30,613156127,隊長別開槍啊_,舰长
31,15998465,位面之碎,舰长
32,47113,残樱雪_柴废养殖协会,舰长
33,628815609,参离昴,舰长
34,2089736,巫马白,舰长
35,3806661,冥夜墨雪,舰长
36,11077016,17岁的萨拉弗,舰长
37,6589249,drjjj,舰长
38,3493092034349749,Florica今天睡饱了吗,舰长
39,30071809,瑟克特夫卡爾的攝政,舰长
40,338,你妹,舰长
41,329662247,咕噜灵-啵,舰长
42,23985,黒猫サクヤ,舰长
43,1428441528,阿买official,舰长
44,21411177,喵喵喵小薇,舰长
45,4245221,dhfuvn,舰长
46,187055,vincent.,舰长
47,23314626,君子猿鹤,舰长
48,437880151,狂気のMad_Scientist,舰长
49,351667336,只好乱写名字,舰长
50,585168,哈粗捏,舰长
51,14650166,败树_Official,舰长
52,565628,星河水母,舰长
53,125720,酸菜S,舰长
54,206212277,sifanbaobao,舰长
55,700424407,爱零贰的万星597-,舰长
56,385351167,_御影,舰长
57,16501149,旧梦Guardian,舰长
58,15069549,噩梦之眠,舰长
59,1103055429,阿柒琪齐七奇,舰长
60,3494357252442916,RO姬_Official,舰长
61,1370593947,残垰说王者,舰长
