rank,uid,username,type
1,766347,Upanパフェ,提督
2,499403795,白-小灰灰,舰长
3,532705928,八木百货社长,舰长
4,9113499,天下の宗一郎,舰长
5,3001757,亞鼎Akanae,舰长
6,10060958,缥凌,舰长
7,3797081,万般皆命-,舰长
8,337515,Blackの黑土,舰长
9,3694282,席雨皮蛋,舰长
10,341979543,万年鸽妖,舰长
11,16341643,角狩猎犬,舰长
12,1757179,黑猫家的黑咪,舰长
13,20029293,参议院的震荡波,舰长
14,23740116,东方的西瓜,舰长
15,561780,理科卷卷卷子,舰长
16,189808492,碧玺色的赑屃,舰长
17,319985534,慕澪萨满,舰长
18,79138148,宽油彭膨芃,舰长
19,87652821,vaultboymax,舰长
20,303387,蕾欧诺菈,舰长
21,296574,Nz兔子,舰长
22,9372115,乃乃乃乃乃ww,舰长
23,37609310,夜那由多,舰长
24,18075705,夜然z,舰长
25,2592337,死野猪,舰长
26,98844,眠鳥春告,舰长
27,60462037,Gouryella2022,舰长
28,12310907,美味的包包,舰长
29,221830917,氪氪子OvO,舰长
30,1833082,方法放寒假,舰长
31,613156127,隊長別開槍啊_,舰长
32,15998465,位面之碎,舰长
33,2089736,巫马白,舰长
34,1178470738,八木百货,舰长
35,6589249,drjjj,舰长
36,53390742,肆叁该摸了,舰长
37,1895012471,蕡实Astre,舰长
38,4245221,dhfuvn,舰长
39,1428441528,阿买official,舰长
40,21411177,喵喵喵小薇,舰长
41,187055,vincent.,舰长
42,23314626,君子猿鹤,舰长
43,437880151,狂気のMad_Scientist,舰长
44,351667336,只好乱写名字,舰长
45,14650166,败树_Official,舰长
46,125720,酸菜S,舰长
47,206212277,sifanbaobao,舰长
48,409792951,紫川ャ,舰长
49,700424407,爱零贰的万星597-,舰长
50,1234347993,流歌落沉眠醉语铃兰笙,舰长
51,1103055429,阿柒琪齐七奇,舰长
52,2952844,乌啼丶,舰长
53,48235416,铎米Domi,舰长
54,348639497,彼方莲,舰长
55,59701239,孤狼群豺,舰长
56,1924945562,七丘的空中花园,舰长
57,399701881,暮念游,舰长
58,296863065,就是刘洋洋鸭,舰长
59,22977747,很难受的夹子,舰长
60,10050848,羔羊的进击,舰长
