rank,uid,username,type
1,766347,Upan,总督
2,341979543,万年鸽妖,提督
3,499403795,白-小灰灰,舰长
4,532705928,八木百货社长,舰长
5,9113499,天下の宗一郎,舰长
6,3001757,亞鼎Akanae,舰长
7,337515,Blackの黑土,舰长
8,492045,飘渺之雲,舰长
9,3797081,万般皆命-,舰长
10,3694282,席雨迎新,舰长
11,16341643,角狩猎犬,舰长
12,1757179,黑猫家的黑咪,舰长
13,23740116,东方的西瓜,舰长
14,4332144,社畜老墨,舰长
15,561780,理科卷卷卷子,舰长
16,477081998,漫步星河丶,舰长
17,9372115,乃乃乃乃乃ww,舰长
18,189808492,碧玺色的赑屃,舰长
19,87652821,vaultboymax,舰长
20,296574,Nz兔子,舰长
21,79138148,宽油彭膨芃,舰长
22,319985534,慕澪椰椰,舰长
23,221830917,氪氪子OvO,舰长
24,2592337,死野猪,舰长
25,98844,眠鳥春告,舰长
26,60462037,Gouryella2022,舰长
27,1833082,方法放寒假,舰长
28,1178470738,八木百货,舰长
29,613156127,隊長別開槍啊_,舰长
30,15998465,位面之碎,舰长
31,47113,残樱雪_柴废养殖协会,舰长
32,2089736,巫马白,舰长
33,3806661,冥夜墨雪,舰长
34,11077016,17岁的萨拉弗,舰长
35,6589249,drjjj,舰长
36,3493092034349749,Florica今天睡饱了吗,舰长
37,628815609,参离昴,舰长
38,53390742,单推猫猫鼠的43,舰长
39,30071809,瑟克特夫卡爾的攝政,舰长
40,338,你妹,舰长
41,2822100,古玉石,舰长
42,393512178,相比小鹰更爱炉灰,舰长
43,187055,vincent.,舰长
44,14144828,新兵班卡敏,舰长
45,423459661,飛電或人,舰长
46,102469173,冰风飘羽,舰长
47,329662247,咕噜灵-啵,舰长
48,23985,黒猫サクヤ,舰长
49,1428441528,阿买official,舰长
50,21411177,喵喵喵小薇,舰长
51,437880151,狂気のMad_Scientist,舰长
52,4245221,dhfuvn,舰长
53,585168,哈粗捏,舰长
54,865097,咲夜丶白兰度,舰长
55,23314626,君子猿鹤,舰长
56,14650166,败树_Official,舰长
57,1968783589,茉吱Mojuko,舰长
58,351667336,只好乱写名字,舰长
59,26158799,梦静思故里,舰长
60,565628,星河水母,舰长
61,16883514,大胡子尼酱,舰长
62,8208104,Inozl,舰长
63,1028421955,喜欢吃鼠鼠的猫,舰长
64,125720,酸菜S,舰长
65,206212277,sifanbaobao,舰长
66,38547066,离心之失,舰长
67,478193220,冬瓜酱dayo,舰长
68,702725328,你好啊-小狗狗,舰长
69,3494357927725237,我还是小号--,舰长
70,1289454295,猜猜我是谁小号--,舰长
71,282508755,灬_怀念_灬,舰长
72,501527627,贺寻study,舰长
73,381741167,炽莨Bryant,舰长
74,609672301,莫当前尘,舰长
75,22908102,清心睡,舰长
76,385351167,_御影,舰长
77,343011343,我的爱人阿森纳,舰长
78,65453332,Monoeee,舰长
79,2784594,三文鱼今天累得吐泡泡,舰长
80,397876577,加勒吉,舰长
81,2408280,沉默寡言汇率duang,舰长
82,22952897,老咸苟,舰长
