rank,uid,username,type
1,766347,Upanチョコ,提督
2,499403795,白-小灰灰,舰长
3,532705928,八木百货社长,舰长
4,9113499,天下の宗一郎,舰长
5,10060958,缥凌,舰长
6,3001757,亞鼎Akanae,舰长
7,3694282,席雨迎新,舰长
8,3797081,万般皆命-,舰长
9,337515,Blackの黑土,舰长
10,16341643,角狩猎犬,舰长
11,1757179,黑猫家的黑咪,舰长
12,20029293,参议院的震荡波,舰长
13,23740116,东方的西瓜,舰长
14,18075705,夜然z,舰长
15,3099340,Piero菌,舰长
16,79138148,宽油彭膨芃,舰长
17,319985534,慕澪萨满,舰长
18,561780,理科卷卷卷子,舰长
19,87652821,vaultboymax,舰长
20,296574,Nz兔子,舰长
21,303387,蕾欧诺菈,舰长
22,9372115,乃乃乃乃乃ww,舰长
23,2592337,自由自在死野猪,舰长
24,37609310,夜那由多,舰长
25,98844,眠鳥春告,舰长
26,186388,美琴丶,舰长
27,1833082,方法放寒假,舰长
28,15998465,位面之碎,舰长
29,221830917,氪氪子OvO,舰长
30,2089736,巫马白,舰长
31,53390742,肆叁该摸了,舰长
32,628815609,参离昴,舰长
33,21411177,喵喵喵小薇,舰长
34,1428441528,阿买official,舰长
35,187055,vincent.,舰长
36,23985,黒猫サクヤ,舰长
37,413327781,HXD1D-0546,舰长
38,351667336,只好乱写名字,舰长
39,23314626,君子猿鹤,舰长
40,437880151,狂気のMad_Scientist,舰长
41,14650166,败树_Official,舰长
42,2466201,那朵花未绽放,舰长
43,206212277,sifanbaobao,舰长
44,20193099,紫雨傲雪,舰长
45,31102765,一只普通的土豆片,舰长
46,7545659,灰化肥_发黑会挥发,舰长
47,1234347993,醉语铃兰笙,舰长
48,2784594,三文鱼今天累得吐泡泡,舰长
49,478193220,冬瓜酱dayo,舰长
50,3758265,北方栖宅,舰长
51,3494357927725237,醉有清风-,舰长
52,1289454295,醒有明月-,舰长
53,381741167,炽莨Bryant,舰长
54,22977747,很难受的夹子,舰长
55,324235823,浮生若梦-sf,舰长
56,10987475,对短发女孩没有免疫力,舰长
57,1103055429,阿柒琪齐七奇,舰长
58,33553653,乌里扬诺夫斯卡,舰长
59,24026776,路过被猫咬了的辘轳,舰长
60,677871244,孩子想要传家宝,舰长
61,16270253,输出百分之一,舰长
62,3712689,不会游泳de章鱼,舰长
63,3546601662450372,紫雨傲雪1,舰长
64,3546380744263888,夜然子,舰长
65,3546608679520747,がちさん,舰长
66,80353118,京百符Beling,舰长
67,9840103,MoW-Butter某黄油,舰长
68,44559793,咖啡mx,舰长
69,12189962,读书先生OvO,舰长
