rank,uid,username,type
1,11866511,顾筱贱,提督
2,3694282,席雨迎新,提督
3,766347,Upanチョコ,舰长
4,532705928,八木百货社长,舰长
5,499403795,白-小灰灰,舰长
6,3797081,万般皆命-Inochi,舰长
7,10060958,缥凌,舰长
8,20029293,参议院的震荡波,舰长
9,31102765,一只普通的土豆片,舰长
10,1757179,黑猫家的黑咪,舰长
11,79138148,宽油彭膨芃,舰长
12,319985534,慕澪萨满,舰长
13,186388,美琴丶,舰长
14,14160235,伊卡呦,舰长
15,53390742,肆叁该摸了,舰长
16,561780,理科卷卷卷子,舰长
17,303387,蕾欧诺菈,舰长
18,1833082,方法放寒假,舰长
19,15998465,位面之碎,舰长
20,381741167,炽莨Bryant,舰长
21,37609310,夜那由多,舰长
22,23985,黒猫サクヤ_月の雫,舰长
23,1428441528,阿买official,舰长
24,437880151,狂気のMad_Scientist,舰长
25,2466201,那朵花未绽放,舰长
26,348855437,熊君_kimu,舰长
27,1581983529,鬼鲨l,舰长
28,8860886,YokiLee17,舰长
29,478193220,冬瓜酱dayo,舰长
30,3546745468357073,夜夜凌轩,舰长
31,25132024,无骨鸭掌-boneless,舰长
32,501527627,贺寻study,舰长
33,153861392,燃余の灰烬,舰长
34,22977747,很难受的夹子,舰长
35,204305428,小肥紫还是小肥柴zZ,舰长
36,355090622,明月柚木Yuzuki_ch,舰长
37,11230340,店长也是掌柜的,舰长
38,29155932,AFOghost,舰长
39,663260967,乂-凛,舰长
40,312711,莓绅士_w,舰长
41,2060087,骑士王Saber酱_,舰长
42,3546656272288237,flowirtz10,舰长
43,4692756,CG617,舰长
44,265465301,回忆是迷迭花的花语,舰长
45,38414422,镜中揽明月,舰长
